,id,goal
3189,09f37762-60f4-4dd1-8a14-ca71cce607cc,No
3337,b5aa1901-3927-495f-a8a4-753928d89a2e,No
1633,f5fd1324-11e2-46cd-9f29-c888d2736ef1,No
2162,0d72ffcf-8d07-4d30-9165-1de38027e8e1,No
2652,233644f3-4c8f-44a8-b3a8-dac22bfabd22,No
444,c1bdf829-3bb3-4fd3-ba64-66392395b37e,No
1355,7c1fe278-3f5f-4d93-a82e-cd08d30f2706,No
1970,2502f825-1cd8-43b9-906d-2ab5356e5324,No
3281,09ede8c6-fade-4480-874e-823e2aba169a,No
774,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88,Yes
112,e3c8959c-eea3-428d-ab26-c60e2a1b95e6,No
446,0f550438-0690-4055-bcde-9e6c4654c545,No
885,1e97e9b1-87db-4815-ba8f-f617f6e23a59,No
684,7b05adfd-eacc-4395-bd75-b60c26550227,No
1057,4fd9edd3-e32a-424a-a3f3-58f6a448d82d,No
1329,c2f7b5dc-5700-4335-81ed-6da143a3f4a0,No
1675,71319879-f4e1-41ca-8765-ed9ac77ee7dd,No
814,15d74003-3c35-4332-8c33-d2e65cbd6168,No
2673,eb533122-3c68-48f8-9753-e8f1170a31a2,No
2765,34de5a90-a01d-4dfc-8cbb-b1c672deff36,No
2772,d152e901-9279-4674-9211-a7a382408cb4,No
210,c8a08cbd-294c-4cf0-834b-7cce33570369,No
213,8566461c-d4b4-4d0a-b2e7-67ba34aec542,No
241,fda59aa9-88ea-42c7-a980-afd8093376b2,No
294,ade66512-16ba-4c60-90e8-1b1a2e5763b4,No
2073,59417ae3-b28c-4567-ae3d-a3c6c38d2bac,No
2078,54adf163-24c1-48bd-bb1d-bc9bcf0e4523,No
2306,883e87c4-6700-46bd-b11a-d01b44e202cc,No
980,24e2b3db-3163-43ef-b856-7c18fafcddb6,No
1207,4195b0d9-1aed-4163-a0ad-383840d93192,No
1907,33635bd6-4c98-492f-997d-b9aaf1c34dfd,No
2084,d87b58f0-1650-4a43-8895-c9779b61b57b,No
2104,3f1f500a-c5f8-4b39-9e81-c1aa1bfc9a90,No
437,dab1a88c-371c-46d5-8bf9-19a0294bbb50,No
1713,e5b19c3e-9aeb-4504-8014-ae8192ae8198,Yes
2365,53dfcb33-419f-457c-93c3-64bff594d0dc,Yes
19,5c8119b9-3133-4310-afe6-ebede68fa38c,No
208,9f050792-d9ac-49ee-897e-d45ab4d09844,No
234,481f46f7-42f4-4d19-ae55-1aee07c1dc7b,No
579,20091c17-5118-44a8-aab1-7c1780ecbcd2,No
808,8e1344bc-af05-4fda-894e-c60ac9889610,No
833,dd1976f8-f048-431d-9e2f-bff67d05dc23,No
2358,81a5097c-f0bf-4a1d-8958-dff288d9868c,No
1098,0d1378c6-0fb7-4602-8909-0a60708b66e9,No
2225,83ee7b96-f076-4652-9903-391ec3eb9436,No
2684,a37c7473-c1c0-42d1-b583-9dce598e7532,No
1137,7c921e67-9af2-43d7-b509-2418e7d3ade0,No
1303,d4486600-4339-4076-adbc-0ed4a8e88ccf,No
2679,86fc8595-1810-4943-a3a9-6dc9202f0eb6,No
3092,d52f9d26-ea48-4e28-beb6-ada8e4d2cd0c,No
155,c019d1a0-a058-4a3c-aac7-3cba0135be28,No
457,e509a2a0-69d2-4403-aea3-313cfdbbe402,No
844,5d34fcf6-1174-4871-ac21-3c39377d1b36,No
858,6e5fe429-76ae-45be-9b34-bc839bf77666,No
2076,02151622-bc75-4855-8201-87b08f6199b8,No
3673,775d3206-fdda-4498-9c3c-057cf7dab6ec,No
254,c1ea7d2d-d896-4772-ac25-1e493179413c,No
1079,28ef3c0a-ba73-4063-bfaf-3f5aa202345f,No
1975,227dd71d-2136-4d1e-bbc2-7de5ede9b9fa,No
2166,4f2d193e-6378-4c2e-9362-db8cc9e374e7,No
2503,4280214e-35cb-47c9-8d63-cf8f30ea193b,No
2508,d2ea0490-fb75-4a5c-82aa-567fb3fb3621,No
2512,99dca074-69f5-47d9-86b1-f508be8798eb,No
2810,6fb42a93-5c8f-47c7-a02d-1de772c8ffe4,No
1873,b035cf74-068e-4284-a191-eb5eb5a9a6ea,No
2164,6f85a074-b6a7-4c0e-8867-cf8851ff9bc2,No
1741,c38a8a44-c33d-481c-9eae-be475f7bdcf8,Yes
3381,75cf6c73-40ec-42d4-9c1f-d5d5e7541b0d,Yes
1624,b40dc25c-74e4-4c70-a7c4-ac3ebf8663f1,No
2089,76ae1057-6df0-4972-ac51-0cd2def30783,No
80,ffe9fcb0-6fd3-4741-b901-e1bf1a7ccdbb,No
560,cc260b6b-044f-40f7-b62e-cd68dae26763,No
664,cf2dbe18-a6d8-4cdb-900f-37fb514b7bf4,No
670,2a75baaa-dd58-4c3c-8cc9-7df9385d61ab,No
1025,96708c03-4a28-4c57-8cd0-d7d1020229b7,No
1831,c0209c21-1706-44df-b09a-ae7f861de7b2,No
1835,f1a08ca6-ca21-4cfa-b5f4-c1e5a33ea3de,No
1859,874d7703-ef80-40e9-9e3a-1acd94df9917,No
1864,ff89e920-7288-4ab1-9b83-73867612f1f2,No
1059,e608f844-9249-4d52-b059-dadae06ddda4,No
2348,70dc3d32-9d70-4966-837d-0d104e1ad916,Yes
3014,da272dc1-6351-49ce-ad4c-607c61cb82bf,Yes
3071,a74f2ae1-254b-44b2-bac0-69835f8e791e,Yes
658,b325fc34-a794-4494-b478-be14b0a9c2bb,No
1525,8a95bdae-c1a8-47ba-93d5-64ccef1dcec6,No
1535,91ccf39b-4fc5-49b8-ae7c-94e2ab3cb82a,No
1735,29b2ada4-5b13-41c5-8b77-17d9c13a133a,No
2899,30b697ac-a904-4303-81e5-79b8689fe45b,No
3011,88434dab-9442-47a6-86db-a1ee71257363,No
3068,818e5d19-c84d-4c3f-9ad4-b7e31c73f17b,No
3512,082db63a-f4c4-440e-87b5-2593971a208f,No
3516,59c18c88-de3b-43f7-a9c7-fb1a8f882bd0,No
1019,2dc93d63-5c81-4309-b01d-d8947274445b,Yes
665,8215e22a-a338-4df6-ac2c-3f75a4a9da2c,No
1286,1dff5697-cf68-4ed5-b26a-be1a17c4692e,No
2140,6f938c63-049c-4bcd-acdd-121b2805d927,No
229,b9a305ed-7a63-4f58-8c0f-1c7d1fa9c2bf,Yes
127,64f6fbe9-b6bd-4268-b5b3-035d85bf3688,No
136,0aa164c0-5f9c-4a2f-9119-9be3661c3c60,No
1623,8f3320d2-0c2e-4924-80e5-ab168346c3b1,No
1626,4d4f6d29-5269-4750-b9b6-1b22b28690f8,No
3112,5a188662-c982-49d2-8054-66ca0441796b,No
349,d81eeaaa-86cf-48ab-85a9-99496dae5010,Yes
345,72ada1ac-c410-4242-9d37-5bc8f99e62f2,No
754,9952a45d-b671-4b79-a30a-01add83e7c30,No
2063,225c4aa5-ca88-4f6a-96e5-191d5d3d76c4,No
232,22514f4b-b38c-44aa-b20f-dde21423a0bc,No
2409,1c954168-cb16-41eb-83b1-55d3912cf9dc,No
2559,42879fad-7d16-4c58-9430-9d9042eae24e,Yes
1106,1eff8eed-e878-43b6-819a-77deb581da87,No
2690,50430823-ef3e-411f-87c6-8e9d5b4c3966,No
3009,a43d7d5c-0f8e-45ab-bfc2-c3a414c56703,No
3386,48a89d81-9d1f-48e4-91a4-8e2c6f66db17,No
2388,49a688cf-c9b6-4a4b-ada3-0bed3d770110,No
3503,9e22f947-dc97-47f7-be03-44d36c67ffdf,No
811,2a3ea9ef-cfe3-488d-923e-b382b5e894b8,No
2382,b77d6f1b-138e-45e8-bd0c-9d30216a0338,No
2415,3d749f5d-d6ca-4a1f-bc93-427fbf3b8242,No
3231,b5b9b8a8-19f7-496e-b3d1-effb9a549ec9,No
3237,6d7f85e9-baaf-4719-a472-76ec66021696,No
2745,5be18054-f64a-4ef2-a6a9-25ea11ab3b79,Yes
1490,6e17cec6-6625-4d58-ac08-161916a58564,No
1705,4fa5e8c8-82a5-4335-9700-40c250e67e22,Yes
73,588efeb8-41b4-4b7b-b055-c90fecae1a3e,No
1083,1f347329-9d97-4434-a6ce-cb60925ffce1,No
1782,5b04d9a7-2a69-4975-b931-15b9e7a43660,No
2412,fb414d38-5abd-4580-8acb-950a6c6d7b95,No
2612,1038c736-ee67-480a-a34b-568b541cb80a,No
3603,f8ee3cc5-9eb9-497a-a15e-3db23fc6bae1,Yes
2666,18838737-621c-42fe-80e0-e1fd0abf1fa9,No
244,59bf5145-a239-448c-8627-f7ceb6f03305,No
2608,450f5946-a60a-4104-a33b-e85ec91c87c7,No
509,154b2712-c83d-49e1-9639-275e2aa67df4,Yes
645,62e0a4a8-fb30-40e9-acbd-98f7069dc402,No
2869,1cbc529e-5d89-4f10-ac7b-495c335f6631,No
3671,f00f711a-a8c7-4cc8-b559-def90a5bad2a,No
191,65b7708f-5d4b-4f9e-80ab-baac1ac86c44,Yes
21,1d185b65-176a-4d6b-b3ce-31f1801545e2,No
2703,04cf70e0-a7a0-49ee-9240-cb211249b3e6,Yes
409,f30b46e9-3a84-462a-a569-f81f3ffafa9c,No
2163,82bf6363-f75b-45e6-9d00-fd1776c7c131,No
3011,a72456f8-e8fe-437a-b6d4-716c85834873,No
2075,8a252bc7-bb1d-4b2d-8b66-62e9814b7842,Yes
2805,b56e227c-c72a-481d-acf1-5e00a839ff36,No
240,16c94a66-9fb7-4992-b3d4-ef65d1ff35a4,No
243,dbdeb78d-7ec0-4be2-813d-c71b8672a7ee,No
1988,bedf728f-ca59-408e-8675-5e13a7ed860e,No
1993,5e746fa6-8107-4c39-8875-363842321f88,No
740,3c1939a3-7b08-4981-b469-c303af4dec55,No
831,56b6a22e-34f8-41d5-8b05-28e36fbecc39,No
888,e5cb9e57-65c7-4760-9549-e739aa112007,No
1087,d124da0c-9219-4f86-b599-cd48c2540509,No
1334,960c5bd0-7b2b-4132-97ba-8b7655a5b75e,No
2745,998104b0-a4d1-4cd5-9c24-88d496cf0ab0,Yes
214,a33c0de7-773b-49e6-9fe3-b16aafb1fae8,No
581,b9b1f5e8-b31d-4b13-8189-6fa94ed12173,No
1792,72025393-d012-4cf6-9887-b6a87e74e96d,No
1985,4399909e-b944-413f-807b-a87366e83219,No
246,134711a3-1ab7-4b81-98b0-3b8ea6d56022,No
672,027cf30a-ef3b-41ed-a352-9105e1865b1a,No
677,7c7162cb-50fd-404c-8ddd-dc1ed046386d,No
1371,870225fe-e5b3-4473-88a1-c660d6a0b1b4,No
1738,28357bd3-c819-49f8-af62-1009527a7891,No
760,0a9a781e-8f61-49e4-b52d-eeae1e812003,Yes
748,2bf6eba7-1a47-44bf-8102-bd8b9d18fcb9,No
1437,fe03a8e4-79bd-4164-977e-76e344b8c66b,No
1938,c6b2228b-e7de-4114-9e31-f88b7f40b2d6,No
3158,4f732366-4297-45fe-859f-72df3e77637d,No
3876,92d4db0f-0087-4be2-99c5-37f55ec66b03,No
2289,4c5e50db-e527-4951-bcff-4907e445d454,No
2671,2def7400-094f-4aa7-8e46-7a27151fcfaa,No
3068,deeb0d54-a210-4016-bc26-23eed01d7338,No
3112,19de3897-d14a-487e-9f71-055f23879e40,No
1227,9c827915-5a14-485c-923f-bab0b93e4c1b,No
1886,3c339e9a-b9d5-41ca-be1c-ba5d4a7238a1,No
3170,6e761515-0fdc-4c50-8162-34735dbcb873,No
1710,f6cd014f-320a-479e-9ee8-30644c9f9633,Yes
1284,aadc3428-355a-479b-8c0f-308b1f13e62d,No
2323,7dc50521-a875-4273-b314-597f82a44c49,No
2812,3467bbae-d8ba-42ec-b525-2f8adcf2bb2b,No
277,0ba83eaf-b15d-4879-9ee5-cba49421bd89,No
608,c6ff3786-bf7f-4f81-ac6d-3acccf21073b,No
1626,bac17825-64d1-45a1-9a7b-d9b5bd1f8da8,No
1646,be5e7e87-91b4-49ea-b78e-4c37c2306d66,No
1654,4344c703-f327-4f50-9cd9-c64644615bbd,No
2110,7e70fc12-2242-434b-995f-6f17d4a5643f,No
2623,bd4a64db-27ee-4d94-a486-507abd8de131,No
1432,3925c53a-498e-428e-8f96-e4ea688c704f,No
2544,b50ae961-a665-4401-887b-4d06fa1a5807,No
3606,94a0dd1d-22e7-413b-9454-94243d5a5c11,No
1130,829cc5d9-e15e-452e-a0ee-4ddb80b0f7a1,No
1134,ba681c4c-f520-4c50-baa6-ab762c963a61,No
3082,ef459c14-d01c-4667-ab29-c11660c46821,No
3728,74ebae15-5136-4c0f-8808-e9dee3bd0d82,No
3789,55e837dd-be46-4bac-b71d-9cebc57c893d,No
1463,d2714734-c8e6-4fae-96cd-fdd16528e2d9,No
1479,a0316d5f-f93e-41f3-88f3-ea0afb60b6e8,No
2150,383e50f4-2faf-4bfe-879e-29040b3863ed,No
3388,d5822476-d926-4357-8053-fb55f9d815a7,No
3432,bab3d6c1-579f-4a6a-9b65-7016f2e95be5,No
1385,18a0e604-e71a-49b5-8311-49c5f06ada7c,No
1960,0e6aaedf-f0ab-4d69-8e81-343ed0d57366,No
2052,5a863640-b121-424e-88cc-83008448baed,No
3092,cdace4bc-135e-4171-9bd0-50e9fb31f02c,No
3801,d418f068-1641-4365-9f58-1d4b831a6d5b,No
803,48ed7654-cfb5-4c28-a1ef-44c33cb3d410,No
968,86a3a926-5b5a-45a8-b1c2-d8d1ea961898,No
2624,c15b3202-1ac6-49e0-a40d-95271aa93751,No
2899,789db343-e939-4368-ac04-947a6e796002,No
1473,7a59716c-8796-4f9f-8a4d-84eb936ff8cc,No
283,cfc2dc9c-81c0-4f7b-969d-ee53878afd1e,No
1207,370efb0e-ab9b-43a5-8063-9414a6ebecd7,No
2270,04ab658d-b067-4203-b877-811cc20b8e63,No
2799,df6f17cd-e8a9-4100-ba07-5a3bbf2981d0,No
3761,be11fd03-a76d-4c32-98a9-6e918dbcffb1,No
4262,a5b06861-52dc-4bbe-99c4-922070587f10,No
3953,88c89eb6-e396-4d00-b5bb-ee43b5ad84f2,No
160,cffadd38-3f35-4819-87e3-153e06d9fd5d,Yes
611,f083f932-88e8-4c85-9018-382c3b978b38,No
868,1512279b-dbfd-4e10-a6be-4180fa57dd23,No
1686,089d5dda-b312-42b4-a238-671df021cda1,No
141,6ac179db-6809-4052-b56b-fc391c56eb50,Yes
2294,56ede5d2-2033-4b86-82c1-edb7bf6cc57b,No
2120,d64fd9cb-22c3-46c5-a5cd-e23237d54abf,Yes
950,c94f0319-6793-42d8-baba-828408531079,No
960,5b78a543-0f72-4e6d-b043-37915ea39dee,No
1392,65a3cc3b-5c1a-457c-9a0e-ba1eb4b90fe7,No
1529,6fdebdfd-b88b-464f-a716-ea3d3daff885,No
2115,4d87f822-4380-4561-9131-48afec65b695,No
868,3882384d-e92b-4f12-93a3-099bcf5501df,No
1408,faa71943-1399-44cb-8b56-8d62f713c5dd,No
165,9ccb8700-16b0-40d6-ace5-534b0530964d,No
2316,98bed258-9172-4c5c-922e-5677b7361b74,Yes
1367,c47cb8e9-5ff2-4101-b6b8-f5bb0ce62ef4,No
2232,776ce3f9-fe44-44e1-8204-7f7332aec49d,No
3112,794eed1b-a658-41da-a519-4589bd91478d,No
539,fc57d1f2-195e-45b9-ad3a-e09e6823cd23,Yes
48,96264607-0388-4743-b2b5-c8f0aa9c6122,No
1396,cf065a97-dbb8-4a17-b1ea-ca79efeb153d,No
1530,48c1daad-ca62-470a-806f-e491ae46bc54,No
1918,fc820c66-76ae-4246-8df7-5d64e8e04597,No
897,af340132-d007-41bf-86a8-8b4c484202f3,Yes
754,b3514873-7396-426c-adc6-44d2d1b5296b,No
760,054d2b3f-33b8-4e3a-8e79-03704b8315f0,No
848,f637b336-a56a-4aa6-942d-ecb6d1e687ac,No
1668,f1d5fa83-7c26-4f72-8de2-7546de14292a,No
2562,06cdef5c-4c5c-4d8e-afab-2c9773b0d402,No
2869,c700f7aa-cba2-4291-b4cd-309992e0a47f,No
812,36b233ee-bba5-4130-a885-439bbe97b7a4,Yes
212,d531cf04-98c1-4d92-94c3-f9a47dd5cc3a,No
1814,57117c0e-8f4f-4ca5-a9fc-f1ad4a6dcb27,No
544,ffe18c20-f18b-4c63-a915-c61b37be5dd9,No
3559,13e88501-dfdf-4104-bdc3-76b1b06596ee,No
1729,f4340614-b731-4591-8c05-72784f26df4f,No
2128,345e4c2d-285a-48ba-9f43-29e33e12d89a,No
2080,17ee2f7a-68ad-4033-a62f-f208971ad9c5,No
3397,12d05855-78b3-4e5e-ad34-df42df915ff3,No
2040,8ee86488-3e17-432b-87a6-9920ab5ad22c,No
2582,041b5bb0-f00c-465f-afe2-0405a7817985,No
328,470f4adc-38e3-41f2-99d0-f118f8f5647e,No
514,16203cf8-db3a-4295-bdb6-c991e69f68f2,No
519,1ba25096-625f-48f2-86e9-5887a396286f,No
1628,f0504a3d-24ae-4dd1-8d35-f2e57fcfc919,No
1633,11818ea4-fced-4689-a368-7bc83010613c,No
2216,a626449d-0a4e-4dc2-bb15-02a1621be761,No
2632,307779cf-493d-4094-9b0e-3c3e14e425d7,No
2759,487aac54-3f90-4a6c-bd53-873d2ee42193,No
1085,f93b6e98-3bb0-47ca-a7e6-361f65746248,No
1423,ae047989-1e8e-4e8b-8ac6-ecda55a99f0d,No
1465,6e0ab5be-86a4-49aa-a321-2a0ac6fa6c41,No
1473,fab8374f-3964-48c3-ae30-1306cbf3aba3,No
1204,72613ead-5aaf-4390-8e06-1f9a1521d676,No
1208,8dafd1b5-7885-4370-b919-2321dde4bbea,No
2056,c3efb545-c14e-4e20-992e-0933d8615e68,No
3178,114f12c9-3628-4653-944d-f2d4a1f9275d,No
1090,81ac27da-b665-4a57-9d65-dd6072420091,No
1790,7260a792-05de-4356-b281-cdb3e1b82074,No
1800,2dea433f-79ad-44d7-91b3-b8c930e2fc68,No
2953,930406d1-a263-44e4-b644-83c8f6377f66,No
3024,756f137c-aa1e-4a7a-addc-584861a02f1a,No
1098,5b7b099a-5944-4ee6-b41c-374cf6138f7a,Yes
3213,080f0bc2-55ee-464e-8543-5d6ee9382ce7,Yes
138,2c290c3e-5894-4862-87c4-cd47c3ed8e51,No
445,27c718d4-53b7-40ee-b009-96c42d6813e2,No
2727,bf7f7e62-5f1e-43df-9b3b-6243a3ba4de0,No
2908,f69da76d-0d8e-4332-8d5b-a6ed05d22ac7,No
3493,061b3d6f-4d48-4f07-bf8e-9e177907132c,No
728,a8adc2ac-a7a5-4fac-b664-43f588b7d16e,No
931,2df1fd1d-ed5a-4019-ba51-1be9b6a08c37,No
1746,75e998c7-1f29-4b9e-9a39-1db7ed2d25b3,No
3930,09a818e4-66af-4a55-8ceb-7f0ef5423da5,Yes
876,bb909e9c-49aa-48cc-bc92-6e0747962fbf,No
2380,0c2249f2-2366-49c5-a6a7-d5bd426549bf,No
53,82effdab-8953-4423-adf1-d5215a6c08c3,No
2961,62714aa7-e9c2-4c37-86e2-e5ce203c1f16,No
1423,687bdd72-6246-476b-85ad-d0b7d1b1f64b,No
1431,243c31b2-fde5-45b8-9676-7ee30b5eb9a6,No
2509,9d1aff4d-8d01-40ed-853a-c99611340d99,No
1357,1753ea6a-1c1e-4d1c-9b71-4c298828a046,No
2402,89dc492f-10cd-4f60-843a-7530ebc40383,No
2408,7f8bcfca-5362-46e0-af89-b23542902952,No
355,87c2006c-9ca2-4018-b511-f5fa25e44b13,No
1096,f3b65626-2a08-4509-8680-0e051fd2a19b,No
1260,724d758d-f05a-445d-8dfc-b2a8b14942d2,No
2301,aebd4482-5145-49b1-8d7f-a9f8cca3ba42,No
2307,4284de3a-871c-48bb-93bc-20114cace318,No
2684,21e45b5c-7cae-4ab7-b570-39a60854f08e,No
2899,0f273707-3d78-461f-bfec-763b80f6311e,No
3554,17f0102d-e285-4adf-b7e2-f5e84588e0fb,No
3588,1b3655d6-5a67-4984-b09c-694e5f798e70,No
2282,de5d2d46-b0d6-4449-bba7-48cb8cdd03e3,Yes
322,0b12f881-d192-4ed5-91e2-0a991a591020,No
698,efe2704f-f616-4819-bae9-f92c4427cddf,No
55,5cf4811b-d8bb-4261-b8a1-8ddb6d6eb4c7,No
2266,82e05a80-7d5f-4e91-bfc7-0bebf206900d,No
3213,264650aa-938e-4c6d-83a6-827fc409e53c,No
3439,0cacb472-98ac-4385-828c-e4b0307aad07,No
106,9223685e-f2f8-47ff-bd02-50a1dd1c977c,No
1062,90cd103a-5390-479a-b76c-cea2bbe3485d,No
1381,7666c83e-3f3c-4991-ad42-c4cffab49a0a,No
2106,12dfff2f-d1b6-44f6-9182-13c0070231f4,No
2568,056daedc-e6bc-4329-a38a-1c8f0085c6f1,No
913,17243a2b-9f2f-4c2c-9857-85cd20966028,Yes
1539,17c591f3-6242-43dd-9840-96909ef36a41,No
2238,82d879b6-f029-4166-97ed-1677968e298e,No
4089,055fe6ef-c3b0-4061-88c9-d2a77c87b27b,Yes
1298,30bc5d8c-e362-41a8-8335-47dde89e893e,No
1393,1ad28ed9-b9db-45fb-8fb9-79748077887a,No
2766,691cd936-492d-4d1c-adc5-590e5cca2d14,No
2806,27d70d4a-e82f-4635-a21d-3443d25cc213,No
4081,73d68c53-98e8-454a-90cd-42e4060db19d,No
73,22e8b5fe-c5c3-49ff-aabd-982b05fe3a73,No
610,c88f4854-5d1d-404c-9b5a-471051b8525e,No
2913,08c7d2c5-45e8-47cb-8d62-c5b2b043354b,No
3272,6e9b2487-09c1-4d32-a15c-0408de2459c2,No
1116,114ea3d5-b95a-4069-b461-c8eef8f45645,No
950,ddc0858e-8a26-4a4a-8f85-2684ce23c524,No
848,a64f61bd-c41a-4836-a989-e5cc614a4149,Yes
2939,e526fff9-b014-43a8-b5f8-7f1b24b19603,No
3160,6f0669ac-a270-439f-a27e-bc92d41ddda5,No
1122,7b6c0f14-2663-412d-90a6-062fac30ebae,No
2658,cbc76adc-203f-4598-9919-4fc0dba8b96a,No
2841,f9a2eb1d-e307-4047-a293-17f0d199be3e,No
2987,adf962fb-f460-4b9e-9fa2-266b426bee87,No
2999,91a6e352-3a0f-491f-bb36-b9ed33b3bf07,No
3279,80f80eff-f144-40c6-870b-097272583d50,No
374,1b820b9e-887b-4f2e-b4bf-88267533f89a,No
506,6e07e573-0bc2-4663-9bc0-6aa192653b5b,No
788,10a7d11c-81de-4ef7-ba6e-710b72b51cc8,No
1842,8eaf0c56-540c-430d-80f7-60aaf3a691a1,No
1848,ddcff2ca-2eef-48cb-8c8c-af641c884d57,No
2527,604c7405-0d0e-4238-b39c-62e6b1761fee,No
2686,acc9afb9-22b8-4c7b-bda8-e8d2d77719f5,No
2965,adbd93ba-3749-456d-a593-11942a9b7ada,No
774,e0352ed7-3a20-4305-af93-e081891708f4,No
860,333112fd-deb0-414d-a8f0-ce434a8108b1,No
865,8ceb275e-b294-415c-8551-2f323f931646,No
1796,4827f43c-ead3-441b-a7ce-2fe54d7b6d8c,No
623,09c9a909-eeec-4ff3-b853-255fe24518cd,No
931,2beb80b0-b9ac-4e88-b19e-129e1a18d33b,No
1936,73610f3c-bf73-4218-a242-8cd79f628303,No
2036,c960ca73-6db1-4cef-8745-f41d5cab18a1,No
2624,f7814cf1-9272-4a93-ab62-8fecaf388155,No
2776,fccaa126-65b7-40c0-98ec-87c5138ae2d1,No
2469,8268db40-898a-4277-ad86-88ce1e5011a9,Yes
1158,9cbca4dd-78c7-450c-80db-d773c78df2dd,No
1163,b0d55eb8-0fd5-4dbb-99b6-adcc0f4e9602,No
1171,da8f5073-48f1-4442-9c1d-8d38f6909552,No
1285,937e275c-eeaf-4fbb-bb33-9cf8157a26f7,No
2467,e1e9f364-8a6e-48ed-8786-501337a8dbab,No
2523,575db784-50c2-4de1-b8ec-553f78f9f014,No
685,2a3e88e1-cc82-405b-84fc-4169cf0d3e58,No
2033,3edd0dae-2fc4-4fec-8d88-71b96af3e72f,No
175,3b347c3e-4bfd-45f4-adbb-9f0cce8500a7,No
1209,d1b4a72a-8b1e-403f-bda9-98ce4ed77aa8,No
1994,a4998394-eaac-4748-97cf-50feaa1947f2,No
2407,53cf9036-7945-4182-bc82-5e6eb524e430,No
3313,d0ac93b2-1ffc-4937-bfd0-50d445f9ca6f,No
3454,6d49007e-8eb0-40b1-87aa-a16de7388f8e,No
3580,c3767f4a-aa70-4261-b086-98201ca27b4d,No
3176,a8cec048-8650-4ef0-a0aa-5f22dc90222a,Yes
1658,0f0830a6-ffcd-4a99-bfdc-20d8d3326f47,No
2290,0d391e9f-630c-4372-940a-f52850689485,No
2713,d06973ad-4f36-4701-b99c-4627ecfedc62,No
2959,c5da2474-a135-4446-9f4c-c1feb513d17e,No
3136,07c2ba85-e858-4c3e-98e7-a7dfebbd6f24,No
3229,cfb9b79d-3cfd-4caa-888a-ad41545a404e,No
149,7712f855-0206-4004-a10a-365a1fb4f108,No
1369,d2729ae7-b933-4afc-a604-2aeb74bf46ec,No
1700,9e0826bc-d035-4545-8822-fa3f7e70c12b,No
2898,a0a77b3b-f90c-4274-84e1-5999eb117c1d,No
2907,f5153829-f326-4000-9d88-19f8ca34286e,No
3537,a13b9353-bbf1-4d13-a05e-197cc8bf3ad5,No
411,e46e17f7-0e33-4e4f-8c87-0d52f45b480d,No
2375,b5e502eb-f215-4fac-8a5b-5d9fe48bd598,No
2863,48f615b4-e042-4814-985f-87c5dbd65af6,No
3300,95348a89-952f-4bd5-a9ab-9b5623008f29,No
3599,e5b27d57-1b9e-4e56-8b46-dcd7d5944e57,No
2567,57785f65-f413-4d8e-bf62-dce51c011083,No
840,8a95ae28-a9bf-42a2-a86d-ab04c93325ab,No
960,654304a6-6d5b-4580-87a1-e3a94a583f6d,No
1127,b0239652-8b6d-431e-8e08-05ab56323d82,No
1582,630595b4-6053-4f6e-b8dd-55f342dff7a7,No
2259,1b32e5b2-79c6-49ed-8b08-b0a7887416c9,No
1357,e88cfc81-9ced-467a-9382-3bec4001e863,No
746,70dd0265-78b6-47cb-97ad-43eba60847df,No
545,19b8bec8-a4eb-428e-b342-c96ae536655b,No
1407,7336ae80-7b05-480d-9882-b31b654b092a,No
1887,9adc12e4-3a4b-4edb-8e24-1088fa49fd87,No
2053,0073f8e7-5f6f-408b-8c3d-504c48213fe8,No
2826,f7154921-2715-4df3-b6c1-4e38950c112e,No
3697,a1e8eb55-f74d-4688-8268-daed0df021b2,No
3862,765c6088-d47e-4ff2-b14b-f4bb80370d87,No
1259,2caa80c0-6f51-40f5-b803-98d48df8d770,No
1399,a121ba5b-fd92-4340-945c-9ec8b12f0860,No
2324,3dfbb78c-3357-40dd-b42f-ddcdf8f7cbf9,Yes
2757,77b2ffd8-0d14-4923-9f65-47d49d88b323,Yes
1008,2a082437-a0e6-4a0a-95f5-3616b831bd8a,No
2086,21ad4c4d-2c0c-4487-945d-fb17c9ae4314,No
2321,6445c6c5-7960-426c-a2bf-9ae39cc27313,No
2752,e7766c20-50eb-4321-9da2-9a4f8712408b,No
1057,e47cc168-cd14-44d3-85c0-1befd5f3c42d,No
1632,a46d5cef-0e35-465d-aa27-437ee79f1fe4,No
2248,b54b59e0-bed5-4054-b5cf-54ceaf9fac83,No
2276,52f9f3cc-3dc8-4002-a28c-de24aa9ed236,No
3475,557413d4-52d9-4983-a68b-258dd450fd21,No
3484,0b8b3e9a-53bf-4d8d-9d76-e02263415d4a,No
2648,976113ed-b828-4d56-a08e-f0ef1d951747,No
2810,79534882-d30e-481e-a53b-4717a7515e89,No
766,2a2c9ed0-f1f3-487b-8c0c-59d93a0f0855,No
1616,5a63c01c-db29-4f1a-87f9-3e4c4e715835,No
82,d9429ddb-6997-4052-8607-bfaca5b2fcba,No
927,783cbb4f-888a-4a28-980c-316a25486d82,No
1571,4cfb7498-8313-4a60-b64a-1b5d2650a276,No
1410,9d46fc4c-65f5-4d2f-992c-bdbbfaa1d4b2,No
3216,232c3dfb-2db4-445d-8e96-494d188f10b4,No
1563,c1fcc107-31de-4402-875f-d40107596ddf,No
